"player_id","player_team","position_name","now_cost","avg_points","avg_minutes","avg_ict","avg_influence","avg_xG","avg_xA","avg_xGChain","diff_opponent","full_name","web_name","team_name","team_strength","position","short_name"
1,"Cresswell | WHU","Defender",5,3.56,77.4133333333333,3.892,16.3466666666667,0.897948564961553,5.530764691066,10.5819899211638,3.375,"Aaron Cresswell","Cresswell","West Ham",3,"DEF","WHU"
2,"Ramsdale | ARS","Goalkeeper",5,3.45945945945946,86.3513513513514,2.29324324324324,22.6054054054054,0,0.0388358132913709,3.4477480109781,2.875,"Aaron Ramsdale","Ramsdale","Arsenal",4,"GK","ARS"
3,"Wan-Bissaka | MUN","Defender",4.5,2.43421052631579,63.8552631578947,2.86052631578947,15.2263157894737,0.610181940719485,1.73454214725643,8.67351627908647,3.25,"Aaron Wan-Bissaka","Wan-Bissaka","Man Utd",4,"DEF","MUN"
4,"Doucouré | EVE","Midfielder",5.5,2.25675675675676,64.8513513513514,2.90405405405405,12.0162162162162,2.51169922901317,2.40387123799883,9.34189147036523,3.25,"Abdoulaye Doucouré","Doucouré","Everton",3,"MID","EVE"
5,"A.Armstrong | SOU","Forward",5.5,1.54054054054054,38.0810810810811,2.46756756756757,4.84324324324324,4.23808200657368,1.6246238425374,6.2176018729806,3.25,"Adam Armstrong","A.Armstrong","Southampton",3,"FWD","SOU"
6,"Forshaw | LEE","Midfielder",4.5,0.506666666666666,20.3466666666666,0.710666666666666,2.896,0.484244789928198,1.04074372909963,6.19152456149459,3.125,"Adam Forshaw","Forshaw","Leeds",2,"MID","LEE"
7,"Lallana | BHA","Midfielder",5,1.34666666666667,41.6933333333333,1.936,6.18666666666667,1.247209796682,1.78027078043669,7.70394761674106,2.75,"Adam Lallana","Lallana","Brighton",3,"MID","BHA"
8,"Smith | BOU","Defender",4.5,NA,NA,NA,NA,NA,NA,NA,3.5,"Adam Smith","Smith","Bournemouth",2,NA,"BOU"
9,"Webster | BHA","Defender",4.5,1.90666666666667,53.2666666666667,1.848,11.7706666666667,1.37981643434614,0.145060765556991,5.44701861590147,2.75,"Adam Webster","Webster","Brighton",3,"DEF","BHA"
10,"Adama | WOL","Midfielder",5.5,1.84,49.4533333333333,3.51733333333333,8.89866666666667,2.45519694406539,3.30438478430733,7.11629376607016,3.25,"Adama Traoré Diarra","Adama","Wolves",3,"MID","WOL"
11,"Adrián | LIV","Goalkeeper",4,0.146666666666667,3.6,0.0786666666666665,0.794666666666667,0,0,0.397439435124397,3,"Adrián San Miguel del Castillo","Adrián","Liverpool",5,"GK","LIV"
12,"Maitland-Niles | ARS","Midfielder",5,1.06666666666667,26.36,0.774666666666666,3.47733333333333,0.412955587729812,0.524676977656782,3.30226722732186,2.875,"Ainsley Maitland-Niles","Maitland-Niles","Arsenal",4,"DEF","ARS"
13,"Sambi | ARS","Midfielder",4.5,0.864864864864865,30.5135135135135,1.4027027027027,4.91351351351351,0.585318241268396,0.83542887493968,5.44786298461258,2.875,"Albert Sambi Lokonga","Sambi","Arsenal",4,"MID","ARS"
14,"Mitrović | FUL","Forward",6.5,NA,NA,NA,NA,NA,NA,NA,3.5,"Aleksandar Mitrović","Mitrović","Fulham",2,NA,"FUL"
15,"Iwobi | EVE","Midfielder",5.5,1.87837837837838,45.6621621621622,2.57162162162162,8.0972972972973,1.62333642970771,2.61051442287862,8.32644492853433,3.25,"Alex Iwobi","Iwobi","Everton",3,"MID","EVE"
16,"McCarthy | SOU","Goalkeeper",4.5,1.96,55.2,1.40933333333333,13.96,0,0.0117045510560274,2.38616702333093,3.25,"Alex McCarthy","McCarthy","Southampton",3,"GK","SOU"
17,"Mighten | NFO","Midfielder",5,NA,NA,NA,NA,NA,NA,NA,3,"Alex Mighten","Mighten","Nott'm Forest",2,NA,"NFO"
18,"Chamberlain | LIV","Midfielder",5,0.84,13.6,0.948,3.11466666666667,0.740802656859159,0.78403614833951,3.32082758564502,3,"Alex Oxlade-Chamberlain","Chamberlain","Liverpool",5,"MID","LIV"
19,"Telles | MUN","Defender",5,1.26027397260274,32.1506849315069,1.8027397260274,7.54794520547945,0.298374456819147,1.47598985908553,5.57048302143812,3.25,"Alex Telles","Telles","Man Utd",4,"DEF","MUN"
20,"Mac Allister | BHA","Midfielder",5.5,1.85333333333333,41.7333333333333,2.69066666666667,8.71466666666667,4.09285839647055,1.99827799992636,8.25891678780317,2.75,"Alexis Mac Allister","Mac Allister","Brighton",3,"MID","BHA"
21,"Devine | TOT","Midfielder",4.5,NA,NA,NA,NA,NA,NA,NA,3.125,"Alfie Devine","Devine","Spurs",4,NA,"TOT"
22,"Alisson | LIV","Goalkeeper",5.5,4.18666666666667,81.6,1.976,19.3973333333333,0.0538408793509007,0.06403399258852,6.52677815128118,3,"Alisson Ramses Becker","Alisson","Liverpool",5,"GK","LIV"
23,"Allan | EVE","Midfielder",5,1.41891891891892,57.1756756756757,1.82162162162162,10.2432432432432,0.241350049618632,0.711898127105087,7.45962783694267,3.25,"Allan Marques Loureiro","Allan","Everton",3,"MID","EVE"
24,"Saint-Maximin | NEW","Midfielder",6.5,2.65333333333333,57.0933333333333,4.27066666666667,12.264,4.24479472730309,4.63718387158588,12.4862552192062,3.25,"Allan Saint-Maximin","Saint-Maximin","Newcastle",3,"FWD","NEW"
25,"Areola | WHU","Goalkeeper",4.5,1.68,44.4,1.192,11.9546666666667,0,0,1.7776652071625,3.375,"Alphonse Areola","Areola","West Ham",3,"GK","WHU"
26,"André Gomes | EVE","Midfielder",4.5,0.851351351351352,27.7972972972973,1.09864864864865,3.60540540540541,0.70854898635298,0.605443528387696,3.51415629545227,3.25,"André Tavares Gomes","André Gomes","Everton",3,"MID","EVE"
27,"Andreas | MUN","Midfielder",4.5,0,0,0,0,NA,NA,NA,3.25,"Andreas Hoelgebaum Pereira","Andreas","Man Utd",4,"MID","MUN"
28,"Robertson | LIV","Defender",7,4.62666666666667,78.9466666666667,5.492,18.8613333333333,1.85456137824804,6.70901268254966,19.2445688229054,3,"Andrew Robertson","Robertson","Liverpool",5,"DEF","LIV"
29,"Townsend | EVE","Midfielder",5.5,2.16216216216216,50.027027027027,3.45945945945946,11.6621621621622,2.367292271927,3.49780543893576,6.29001574963331,3.25,"Andros Townsend","Townsend","Everton",3,"MID","EVE"
30,"Ogbonna | WHU","Defender",4.5,1.86666666666667,45.5066666666667,1.37466666666667,8.75733333333334,1.15389680629596,0.214235373772681,2.50703062396497,3.375,"Angelo Ogbonna","Ogbonna","West Ham",3,"DEF","WHU"
31,"Elanga | MUN","Midfielder",5,1.62790697674419,31.6976744186046,1.78139534883721,5.84651162790698,1.76651286240667,0.977134693413973,3.40579599514604,3.25,"Anthony Elanga","Elanga","Man Utd",4,"MID","MUN"
32,"Gordon | EVE","Midfielder",5.5,1.33783783783784,30.1756756756757,2.07027027027027,6.10810810810811,1.73015700932592,1.89801418222487,4.07901837397367,3.25,"Anthony Gordon","Gordon","Everton",3,"MID","EVE"
33,"Knockaert | FUL","Midfielder",5,NA,NA,NA,NA,NA,NA,NA,3.5,"Anthony Knockaert","Knockaert","Fulham",2,NA,"FUL"
34,"Martial | MUN","Forward",7,1.17105263157895,22.1578947368421,1.86052631578947,4.44736842105263,4.28696414735168,1.30990148009732,7.21671208366752,3.25,"Anthony Martial","Martial","Man Utd",4,"FWD","MUN"
35,"Robinson | FUL","Defender",4.5,NA,NA,NA,NA,NA,NA,NA,3.5,"Antonee Robinson","Robinson","Fulham",2,NA,"FUL"
36,"El Ghazi | AVL","Midfielder",5,1.77333333333333,26.6133333333333,2.52666666666667,7.66666666666667,5.00827001174912,1.07268711831421,4.22762864781544,3.25,"Anwar El Ghazi","El Ghazi","Aston Villa",3,"MID","AVL"
37,"Broja | CHE","Forward",5.5,2.43243243243243,51.027027027027,3.08378378378378,7.36216216216216,5.89373021014035,1.46065682172775,8.27890140749514,3.125,"Armando Broja","Broja","Chelsea",4,"FWD","CHE"
